Employee ID,Email Address,Name,First Name,Last Name,Job Level,Job Title,Is Manager,Office Location,Start Date,Gender,Department,Manager Employee ID,
3050,bruce.brewer@intervieworg.com,Bruce E. Brewer,Bruce,Brewer,6,Staff Architect,TRUE,Paris,10/31/12,,Industrial Architecture,2573,
3919,angelique.delacruz@intervieworg.com,Angelique G. Delacruz,Angelique,Delacruz,5,Sales / Libya Manager-‚Ö§,TRUE,Paris,12/25/12,female,Sales / Libya,54,
3087,landen.mcmahon@intervieworg.com,Landen O. Mcmahon,Landen,Mcmahon,5,Senior Account Manager,FALSE,Paris,12/14/11,male,Sales / Saudi Arabia,3551,
2597,rylee.hurley@intervieworg.com,Rylee I. Hurley,Rylee,Hurley,2,Commercial Architecture Manager-‚Ö†‚Ö†,TRUE,Paris,11/3/15,female,Commercial Architecture,2829,
837,kennedy.shaw@intervieworg.com,Kennedy K. Shaw,Kennedy,Shaw,3,Account Manager-‚Ö†‚Ö†‚Ö†,FALSE,Paris,9/19/15,,Sales / Libya,630,
517,emmanuel.moyer@intervieworg.com,Emmanuel X. Moyer,Emmanuel,Moyer,1,Residential Architecture Manager-‚Ö†,TRUE,Paris,7/18/17,male,Residential Architecture,913,
1458,kassidy.leblanc@intervieworg.com,Kassidy R. Leblanc,Kassidy,Leblanc,6,Sales / Libya Manager-‚Ö§‚Ö†,TRUE,Paris,2/4/14,female,Sales / Libya,795,
2888,jordan.gillespie@intervieworg.com,Jordan N. Gillespie,Jordan,Gillespie,6,Staff Architect,FALSE,Paris,12/21/13,female,Residential Architecture,171,
3131,kennedy.hughes@intervieworg.com,Kennedy T. Hughes,Kennedy,Hughes,2,Account Manager-‚Ö†‚Ö†,FALSE,Paris,10/26/14,,Sales / Canada,3377,
276,sadie.walker@intervieworg.com,Sadie C. Walker,Sadie,Walker,1,Public Policy Manager-‚Ö†,TRUE,Paris,6/5/16,,Public Policy,157,
1023,bethany.pugh@intervieworg.com,Bethany Q. Pugh,Bethany,Pugh,5,Commercial Architecture Manager-‚Ö§,TRUE,Paris,3/3/09,,Commercial Architecture,488,
2615,aurelia.brown@intervieworg.com,Aurelia M. Brown,Aurelia,Brown,5,Sales / Elbonia Manager-‚Ö§,TRUE,Paris,2/8/14,,Sales / Elbonia,162,
1056,zavier.armstrong@intervieworg.com,Zavier N. Armstrong,Zavier,Armstrong,4,Residential Architecture Manager-IV,TRUE,Paris,12/1/12,male,Residential Architecture,1803,
2781,carmelo.frost@intervieworg.com,Carmelo F. Frost,Carmelo,Frost,1,Account Manager-‚Ö†,FALSE,Paris,8/7/16,,Sales / Italy,1728,
1744,janiya.ortega@intervieworg.com,Janiya S. Ortega,Janiya,Ortega,6,Staff Architect,FALSE,Paris,5/2/06,,Commercial Architecture,2177,
2854,maryam.mcconnell@intervieworg.com,Maryam Q. Mcconnell,Maryam,Mcconnell,3,Architect-‚Ö†‚Ö†‚Ö†,FALSE,Paris,11/6/14,female,Residential Architecture,839,
536,charleigh.koch@intervieworg.com,Charleigh N. Koch,Charleigh,Koch,2,Building Safety Manager-‚Ö†‚Ö†,TRUE,Paris,3/1/15,female,Building Safety,3143,
927,maria@intervieworg.com,María-Jose Carreño Quiñones,María-Jose,Carreño Quiñones,5,Senior Architect,FALSE,Paris,8/4/14,,Industrial Architecture,1181,
757,braiden.knox@intervieworg.com,Braiden Q. Knox,Braiden,Knox,3,Residential Architecture Manager-‚Ö†‚Ö†‚Ö†,TRUE,Paris,1/12/13,male,Residential Architecture,1560,
841,emely.ramos@intervieworg.com,Emely V. Ramos,Emely,Ramos,5,Senior Architect,FALSE,Paris,6/10/16,,Industrial Architecture,2325,
1327,aron.powell@intervieworg.com,Aron S. Powell,Aron,Powell,2,Building Safety Manager-‚Ö†‚Ö†,TRUE,Paris,11/26/14,,Building Safety,3572,
3497,daleyza.pitts@intervieworg.com,Daleyza L. Pitts,Daleyza,Pitts,10,Vice President of Sales / Europe,TRUE,Paris,3/4/13,female,Sales / Europe,3888,
2961,sullivan.raymond@intervieworg.com,Sullivan Q. Raymond,Sullivan,Raymond,2,Architect-‚Ö†‚Ö†,FALSE,Paris,8/20/15,male,Residential Architecture,1296,
173,millie.ruiz@intervieworg.com,Millie Z. Ruiz,Millie,Ruiz,2,Sales / Belgium Manager-‚Ö†‚Ö†,TRUE,Paris,7/19/14,female,Sales / Belgium,667,
3518,monica.mclaughlin@intervieworg.com,Monica B. Mclaughlin,Monica,Mclaughlin,2,Account Manager-‚Ö†‚Ö†,FALSE,Paris,1/27/15,female,Sales / Libya,106,
1875,everett.steele@intervieworg.com,Everett T. Steele,Everett,Steele,6,Staff Architect,FALSE,Paris,2010-09-10,,Residential Architecture,2346,
3665,briella.glover@intervieworg.com,Briella A. Glover,Briella,Glover,5,Senior Account Manager,FALSE,Paris,1/10/15,,Sales / China,7.06E+02,
1184,siena.lin@intervieworg.com,Siena T. Lin,Siena,Lin,5,Senior Account Manager,FALSE,Paris,6/9/17,,Sales / US,2000,
677,esmeralda.murillo@intervieworg.com,Esmeralda B. Murillo,Esmeralda,Murillo,3,Architect-‚Ö†‚Ö†‚Ö†,FALSE,Paris,6/23/13,,Industrial Architecture,2600,
1488,juliet.page@intervieworg.com,Juliet O. Page,Juliet,Page,8,Principal Compliance Officer,TRUE,Paris,3/14/07,female,Public Policy,544,
2451,amya.ellison@intervieworg.com,Amya V. Ellison,Amya,Ellison,4,Architect-IV,TRUE,Paris,1/19/13,female,Commercial Architecture,3263,
72,royce.mullen@intervieworg.com,Royce D. Mullen,Royce,Mullen,1,Compliance Officer-‚Ö†,TRUE,Paris,8/29/16,male,Building Safety,2110,
1657,kaylin.mclean@intervieworg.com,Kaylin U. Mclean,Kaylin,Mclean,4,Account Manager-IV,FALSE,Paris,1/9/17,female,Sales / Canada,3124,
3881,nathanael.randall@intervieworg.com,Nathanael K. Randall,Nathanael,Randall,6,Staff Architect,FALSE,Paris,6/8/15,male,Industrial Architecture,142,
3562,zaylee.suarez@intervieworg.com,Zaylee V. Suarez,Zaylee,Suarez,6,Staff Account Manager,FALSE,Paris,9/10/17,female,Sales / Libya,2172,
2062,derek.williams@intervieworg.com,Derek T. Williams,Derek,Williams,5,Senior Account Manager,FALSE,Paris,12/10/17,,Sales / Lugash,3298,
1781,jayce.stanton@intervieworg.com,Jayce X. Stanton,Jayce,Stanton,6,Staff Compliance Officer,TRUE,Paris,7/16/06,,Building Safety,2589,
1269,selena.graham@intervieworg.com,Selena P. Graham,Selena,Graham,5,Building Safety Manager-‚Ö§,TRUE,Paris,4/17/11,female,Building Safety,2422,
2593,easton.phelps@intervieworg.com,Easton U. Phelps,Easton,Phelps,2,Industrial Architecture Manager-‚Ö†‚Ö†,TRUE,Paris,12/15/15,male,Industrial Architecture,1381,
2966,gunnar.townsend@intervieworg.com,Gunnar W. Townsend,Gunnar,Townsend,5,Senior Account Manager,FALSE,Paris,1/14/18,male,Sales / Canada,776,
1639,hugo.dickson@intervieworg.com,Hugo W. Dickson,Hugo,Dickson,5,Senior Account Manager,FALSE,Paris,9/16/09,male,Sales / Libya,2172,
1885,noe.mcmillan@intervieworg.com,Noe B. Mcmillan,Noe,Mcmillan,5,Senior Account Manager,FALSE,Paris,6/30/17,male,Sales / Lugash,3596,
3550,ana.durham@intervieworg.com,Ana E. Durham,Ana,Durham,6,Building Safety Manager-‚Ö§‚Ö†,TRUE,Paris,5/13/07,,Building Safety,1098,
3262,chace.willis@intervieworg.com,Chace T. Willis,Chace,Willis,6,Staff Account Manager,FALSE,Cairo,7/17/08,,Aquatic Sales / Atlantis,3552,
3737,sterling.leonard@intervieworg.com,Sterling E. Leonard,Sterling,Leonard,5,Senior Account Manager,FALSE,Cairo,4/11/11,male,Sales / Elbonia,1260,
2668,devon.serrano@intervieworg.com,Devon L. Serrano,Devon,Serrano,5,Sales / Libya Manager-‚Ö§,TRUE,Paris,12/2/09,male,Sales / Libya,2172,
1093,sutton.chung@intervieworg.com,Sutton N. Chung,Sutton,Chung,1,Commercial Architecture Manager-‚Ö†,TRUE,Paris,12/26/17,female,Commercial Architecture,2155,
299,rose.cohen@intervieworg.com,Rose H. Cohen,Rose,Cohen,6,Staff Architect,FALSE,Beijing,1/18/13,female,Commercial Architecture,2906,
1830,harlee.long@intervieworg.com,Harlee X. Long,Harlee,Long,9,Senior Director of Sales / Lugash,TRUE,Paris,12/18/06,female,Sales / Lugash,1991,
2999,jessica.collier@intervieworg.com,Jessica Q. Collier,Jessica,Collier,2,Account Manager-‚Ö†‚Ö†,FALSE,Paris,5/29/14,female,Sales / Libya,3864,
3143,mina.case@intervieworg.com,Mina K. Case,Mina,Case,6,Staff Compliance Officer,TRUE,Paris,2/2/11,female,Building Safety,510,
3712,marleigh.gay@intervieworg.com,Marleigh F. Gay,Marleigh,Gay,6,Staff Compliance Officer,FALSE,Paris,11/20/12,female,Public Policy,3316,
2076,aurora.stewart@intervieworg.com,Aurora R. Stewart,Aurora,Stewart,5,Senior Architect,FALSE,Paris,2/14/14,female,Commercial Architecture,1754,
3069,martha.lara@intervieworg.com,Martha V. Lara,Martha,Lara,5,Senior Account Manager,FALSE,Mountain View,8/28/09,female,Sales / Russia,1256,
1035,dax.lindsey@intervieworg.com,Dax Q. Lindsey,Dax,Lindsey,5,Senior Account Manager,FALSE,Paris,2017-10-04,,Sales / Egypt,2306,
3735,trace.bernard@intervieworg.com,Trace Z. Bernard,Trace,Bernard,1,Architect-‚Ö†,TRUE,Paris,8/12/17,male,Commercial Architecture,2169,
2433,violet.stephenson@intervieworg.com,Violet X. Stephenson,Violet,Stephenson,5,Residential Architecture Manager-‚Ö§,TRUE,Paris,6/8/09,female,Residential Architecture,3093,
3958,aaron.baldwin@intervieworg.com,Aaron Z. Baldwin,Aaron,Baldwin,2,Account Manager-‚Ö†‚Ö†,FALSE,Paris,1/30/18,male,Sales / Lugash,1656,
3662,sylas.lawson@intervieworg.com,Sylas O. Lawson,Sylas,Lawson,6,Staff Architect,FALSE,Paris,8/6/10,male,Commercial Architecture,1932,
1253,kenny.cunningham@intervieworg.com,Kenny V. Cunningham,Kenny,Cunningham,2,Residential Architecture Manager-‚Ö†‚Ö†,TRUE,Paris,9/3/14,male,Residential Architecture,2115,
675,anton.melton@intervieworg.com,Anton B. Melton,Anton,Melton,4,Sales / Libya Manager-IV,TRUE,Paris,10/1/12,,Sales / Libya,3766,
2631,ivy.spears@intervieworg.com,Ivy J. Spears,Ivy,Spears,5,Senior Architect,FALSE,Paris,10/6/08,female,Residential Architecture,475,
3442,abel.peters@intervieworg.com,Abel N. Peters,Abel,Peters,6,Staff Account Manager,FALSE,Paris,4/24/09,male,Sales / Lugash,2717,
2725,rivka.castaneda@intervieworg.com,Rivka N. Castaneda,Rivka,Castaneda,4,Sales / Egypt Manager-IV,TRUE,Paris,7/27/10,female,Sales / Egypt,1140,
2898,marc.marks@intervieworg.com,Marc B. Marks,Marc,Marks,2,Compliance Officer-‚Ö†‚Ö†,FALSE,Paris,4/20/15,male,Public Policy,1733,
1065,jensen.dyer@intervieworg.com,Jensen I. Dyer,Jensen,Dyer,5,Public Policy Manager-‚Ö§,TRUE,Paris,2/28/16,,Public Policy,3423,
3085,gunner.ware@intervieworg.com,Gunner B. Ware,Gunner,Ware,5,Residential Architecture Manager-‚Ö§,TRUE,Paris,9/18/08,male,Residential Architecture,2149,
2931,holland.friedman@intervieworg.com,Holland G. Friedman,Holland,Friedman,5,Senior Account Manager,FALSE,Paris,11/10/13,female,Sales / Lugash,3342,
2460,hailey.andrews@intervieworg.com,Hailey J. Andrews,Hailey,Andrews,3,Account Manager-‚Ö†‚Ö†‚Ö†,FALSE,Paris,8/8/13,female,Sales / Mexico,4003,
2606,madeline.oconnor@intervieworg.com,Madeline X. Oconnor,Madeline,Oconnor,5,Senior Architect,FALSE,Paris,12/13/09,female,Residential Architecture,3393,
2351,isabelle.sosa@intervieworg.com,Isabelle O. Sosa,Isabelle,Sosa,6,Sales / Mexico Manager-‚Ö§‚Ö†,TRUE,Paris,10/8/06,,Sales / Mexico,1556,
1274,jamir.mcdaniel@intervieworg.com,Jamir S. Mcdaniel,Jamir,Mcdaniel,5,Senior Compliance Officer,FALSE,Paris,11/17/09,male,Building Safety,2909,
2954,landry.stafford@intervieworg.com,Landry G. Stafford,Landry,Stafford,3,Sales / Saudi Arabia Manager-‚Ö†‚Ö†‚Ö†,TRUE,Paris,1/27/14,male,Sales / Saudi Arabia,1331,
30,casen.murphy@intervieworg.com,Casen M. Murphy,Casen,Murphy,2,Industrial Architecture Manager-‚Ö†‚Ö†,TRUE,Paris,7/14/15,male,Industrial Architecture,3799,
34,cali.hebert@intervieworg.com,Cali F. Hebert,Cali,Hebert,1,Architect-‚Ö†,TRUE,Paris,9/25/16,female,Residential Architecture,2865,
795,cole.griffith@intervieworg.com,Cole M. Griffith,Cole,Griffith,9,Senior Director of Sales / Libya,TRUE,Paris,1/5/05,male,Sales / Libya,3543,
492,ally.ingram@intervieworg.com,Ally X. Ingram,Ally,Ingram,5,Industrial Architecture Manager-‚Ö§,TRUE,New York,1/31/16,female,Industrial Architecture,1711,
3075,harper.lopez@intervieworg.com,Harper U. Lopez,Harper,Lopez,2,Compliance Officer-‚Ö†‚Ö†,FALSE,Paris,1/18/16,,Building Safety,3057,
319,anika.coffey@intervieworg.com,Anika H. Coffey,Anika,Coffey,6,Staff Account Manager,FALSE,Paris,3/29/09,female,Sales / Mexico,884,
3878,nathalie.kelley@intervieworg.com,Nathalie E. Kelley,Nathalie,Kelley,8,Sales / Lugash Director,TRUE,Paris,6/17/09,,Sales / Lugash,1991,
2200,conrad.garrett@intervieworg.com,Conrad R. Garrett,Conrad,Garrett,2,Architect-‚Ö†‚Ö†,FALSE,Paris,6/25/16,male,Residential Architecture,3666,
223,erick.ingram@intervieworg.com,Erick A. Ingram,Erick,Ingram,7,Residential Architecture Manager-‚Ö§‚Ö†‚Ö†,TRUE,Paris,10/9/07,,Residential Architecture,2063,
3339,alicia.kaufman@intervieworg.com,Alicia Y. Kaufman,Alicia,Kaufman,5,Senior Architect,FALSE,Paris,7/10/12,female,Residential Architecture,3085,
431,libby.bradford@intervieworg.com,Libby S. Bradford,Libby,Bradford,7,Sales / Libya Manager-‚Ö§‚Ö†‚Ö†,TRUE,Paris,2/2/10,female,Sales / Libya,451,
2513,caylee.gomez@intervieworg.com,Caylee D. Gomez,Caylee,Gomez,5,Senior Account Manager,TRUE,Paris,7/31/09,female,Sales / US,3385,
3880,theo.owen@intervieworg.com,Theo C. Owen,Theo,Owen,6,Staff Account Manager,FALSE,Paris,9/12/08,male,Sales / Lugash,991,
1197,emerson.robbins@intervieworg.com,Emerson D. Robbins,Emerson,Robbins,6,Staff Compliance Officer,FALSE,Paris,10/22/14,male,Public Policy,1415,
1401,christian.mejia@intervieworg.com,Christian S. Mejia,Christian,Mejia,5,Senior Architect,FALSE,New York,8/31/08,,Industrial Architecture,1585,
1944,adeline.hutchinson@intervieworg.com,Adeline C. Hutchinson,Adeline,Hutchinson,5,Sales / Belgium Manager-‚Ö§,TRUE,Paris,2/3/16,,Sales / Belgium,3517,
2065,khaleesi.butler@intervieworg.com,Khaleesi E. Butler,Khaleesi,Butler,3,Residential Architecture Manager-‚Ö†‚Ö†‚Ö†,TRUE,Paris,11/12/15,,Residential Architecture,1803,
3951,brinley.guerrero@intervieworg.com,Brinley I. Guerrero,Brinley,Guerrero,5,Senior Compliance Officer,FALSE,Paris,10/11/12,female,Public Policy,1737,
3876,augustine.lyons@intervieworg.com,Augustine Q. Lyons,Augustine,Lyons,6,Sales / Lugash Manager-‚Ö§‚Ö†,TRUE,Paris,12/27/17,male,Sales / Lugash,1830,
3096,jaelyn.flowers@intervieworg.com,Jaelyn J. Flowers,Jaelyn,Flowers,2,Building Safety Manager-‚Ö†‚Ö†,TRUE,Paris,7/20/16,,Building Safety,3723,
1071,azariah.tate@intervieworg.com,Azariah I. Tate,Azariah,Tate,3,Architect-‚Ö†‚Ö†‚Ö†,TRUE,Paris,4/28/16,,Commercial Architecture,2203,
2802,andy.ramsey@intervieworg.com,Andy X. Ramsey,Andy,Ramsey,1,Architect-‚Ö†,TRUE,Paris,1/15/18,male,Residential Architecture,2105,
241,bridget.sandoval@intervieworg.com,Bridget L. Sandoval,Bridget,Sandoval,2,Account Manager-‚Ö†‚Ö†,TRUE,Paris,3/13/15,,Sales / Lugash,3324,
572,noe.bird@intervieworg.com,Noe U. Bird,Noe,Bird,5,Senior Architect,TRUE,Paris,3/15/17,male,Residential Architecture,2225,
3253,ella.nixon@intervieworg.com,Ella L. Nixon,Ella,Nixon,6,Staff Compliance Officer,FALSE,Paris,1/1/17,female,Building Safety,3872,
94,danny.berry@intervieworg.com,Danny R. Berry,Danny,Berry,5,Senior Account Manager,FALSE,Paris,9/17/17,male,Sales / Libya,1616,
3092,amelie.tanner@intervieworg.com,Amelie K. Tanner,Amelie,Tanner,6,Staff Architect,FALSE,Paris,1/11/13,female,Industrial Architecture,2983,
3034,edgar.brennan@intervieworg.com,Edgar U. Brennan,Edgar,Brennan,3,Commercial Architecture Manager-‚Ö†‚Ö†‚Ö†,TRUE,Paris,9/13/15,male,Commercial Architecture,809,
2614,grayson.boyd@intervieworg.com,Grayson C. Boyd,Grayson,Boyd,5,Senior Architect,FALSE,Paris,9/10/15,male,Industrial Architecture,3799,
2360,tatum.becker@intervieworg.com,Tatum Q. Becker,Tatum,Becker,3,Sales / Belgium Manager-‚Ö†‚Ö†‚Ö†,TRUE,Paris,3/21/13,,Sales / Belgium,3921,
2814,mohammed.vargas@intervieworg.com,Mohammed Q. Vargas,Mohammed,Vargas,6,Staff Architect,FALSE,New York,4/8/14,male,Industrial Architecture,627,
1074,callie.scott@intervieworg.com,Callie W. Scott,Callie,Scott,5,Senior Architect,FALSE,Paris,10/24/11,female,Industrial Architecture,2813,
3090,francis.harmon@intervieworg.com,Francis F. Harmon,Francis,Harmon,6,Staff Architect,TRUE,Paris,12/15/17,male,Industrial Architecture,134,
3834,skye.porter@intervieworg.com,Skye R. Porter,Skye,Porter,3,Residential Architecture Manager-‚Ö†‚Ö†‚Ö†,TRUE,Paris,5/11/15,female,Residential Architecture,3359,
1887,beckham.allen@intervieworg.com,Beckham A. Allen,Beckham,Allen,5,Commercial Architecture Manager-‚Ö§,TRUE,Paris,11/20/15,,Commercial Architecture,539,
274,molly.cannon@intervieworg.com,Molly Q. Cannon,Molly,Cannon,6,Staff Architect,FALSE,Beijing,9/29/14,,Commercial Architecture,1324,
1161,avalynn.mcgrath@intervieworg.com,Avalynn O. Mcgrath,Avalynn,Mcgrath,1,Industrial Architecture Manager-‚Ö†,TRUE,Paris,4/19/16,female,Industrial Architecture,2016,
1045,craig.marks@intervieworg.com,Craig V. Marks,Craig,Marks,6,Staff Architect,TRUE,Paris,3/7/18,male,Industrial Architecture,2573,
1426,jayleen.sampson@intervieworg.com,Jayleen V. Sampson,Jayleen,Sampson,5,Senior Account Manager,FALSE,Paris,8/28/12,female,Sales / Lugash,2548,
1998,bennett.nash@intervieworg.com,Bennett U. Nash,Bennett,Nash,3,Sales / Argentina Manager-‚Ö†‚Ö†‚Ö†,TRUE,Paris,2/8/18,male,Sales / Argentina,2158,
1224,kelvin.lowery@intervieworg.com,Kelvin X. Lowery,Kelvin,Lowery,6,Staff Account Manager,FALSE,Paris,12/27/11,male,Sales / Saudi Arabia,3516,
2795,jaziel.little@intervieworg.com,Jaziel U. Little,Jaziel,Little,5,Senior Architect,FALSE,Paris,4/15/16,,Commercial Architecture,685,
3912,connor.gillespie@intervieworg.com,Connor Y. Gillespie,Connor,Gillespie,5,Senior Architect,FALSE,Beijing,6/22/16,male,Commercial Architecture,1416,
3970,janelle.lang@intervieworg.com,Janelle F. Lang,Janelle,Lang,5,Senior Compliance Officer,FALSE,Paris,10/4/08,female,Building Safety,3103,
498,case.vasquez@intervieworg.com,Case R. Vasquez,Case,Vasquez,2,Sales / UK Manager-‚Ö†‚Ö†,TRUE,Paris,9/2/14,,Sales / UK,1283,
1276,allie.mcbride@intervieworg.com,Allie Q. Mcbride,Allie,Mcbride,1,Industrial Architecture Manager-‚Ö†,TRUE,New York,6/29/16,female,Industrial Architecture,1207,
3105,ford.wells@intervieworg.com,Ford A. Wells,Ford,Wells,5,Senior Account Manager,FALSE,Paris,4/20/08,male,Sales / Mexico,3421,
1710,erick.rasmussen@intervieworg.com,Erick G. Rasmussen,Erick,Rasmussen,5,Senior Compliance Officer,FALSE,Paris,5/3/16,male,Building Safety,3680,
2454,priscilla.chambers@intervieworg.com,Priscilla T. Chambers,Priscilla,Chambers,5,Industrial Architecture Manager-‚Ö§,TRUE,Paris,12/29/14,female,Industrial Architecture,2235,
868,darius.ortiz@intervieworg.com,Darius K. Ortiz,Darius,Ortiz,2,Public Policy Manager-‚Ö†‚Ö†,TRUE,Paris,4/27/17,,Public Policy,,
2389,stetson.bird@intervieworg.com,Stetson G. Bird,Stetson,Bird,9,Senior Director of Building Safety,TRUE,Paris,9/18/01,male,Building Safety,544,
1604,kairi.gaines@intervieworg.com,Kairi G. Gaines,Kairi,Gaines,3,Account Manager-‚Ö†‚Ö†‚Ö†,FALSE,Paris,6/27/16,,Sales / Lugash,330,
2302,deshawn.arnold@intervieworg.com,Deshawn Y. Arnold,Deshawn,Arnold,2,Account Manager-‚Ö†‚Ö†,FALSE,Paris,1/6/15,,Sales / Mexico,3060,
3759,kenzie.velazquez@intervieworg.com,Kenzie V. Velazquez,Kenzie,Velazquez,3,Compliance Officer-‚Ö†‚Ö†‚Ö†,FALSE,Paris,1/15/17,female,Building Safety,3942,
5,kara.everett@intervieworg.com,Kara I. Everett,Kara,Everett,6,Staff Account Manager,FALSE,Paris,7/12/11,female,Sales / Argentina,151,
1561,anabelle.mullins@intervieworg.com,Anabelle S. Mullins,Anabelle,Mullins,6,Staff Account Manager,FALSE,Paris,3/17/18,,Sales / India,3382,
3300,josiah.kline@intervieworg.com,Josiah V. Kline,Josiah,Kline,3,Public Policy Manager-‚Ö†‚Ö†‚Ö†,TRUE,Paris,,,Public Policy,1104,
873,hayley.carey@intervieworg.com,Hayley H. Carey,Hayley,Carey,4,Residential Architecture Manager-IV,TRUE,Paris,5/6/12,,Residential Architecture,2239,
3443,imani.mckinney@intervieworg.com,Imani N. Mckinney,Imani,Mckinney,6,Staff Architect,FALSE,Paris,6/23/13,female,Residential Architecture,120,
671,jamir.coffey@intervieworg.com,Jamir R. Coffey,Jamir,Coffey,6,Industrial Architecture Manager-‚Ö§‚Ö†,TRUE,Paris,9/23/17,male,Industrial Architecture,3677,
3076,chris.schaefer@intervieworg.com,Chris T. Schaefer,Chris,Schaefer,2,Architect-‚Ö†‚Ö†,FALSE,Paris,9/20/16,,Industrial Architecture,1344,
1951,amirah.andrade@intervieworg.com,Amirah U. Andrade,Amirah,Andrade,2,Industrial Architecture Manager-‚Ö†‚Ö†,TRUE,Paris,10/4/14,female,Industrial Architecture,2983,
1579,tomas.dorsey@intervieworg.com,Tomas P. Dorsey,Tomas,Dorsey,5,Senior Compliance Officer,FALSE,Paris,7/30/17,male,Building Safety,339,
1461,bjork@intervieworg.com,Björk Guðmundsdóttir,Björk,Guðmundsdóttir,10,Fellow Account Manager,TRUE,Paris,7/1/06,,Sales / Americas,2739,
1730,zariyah.rasmussen@intervieworg.com,Zariyah A. Rasmussen,Zariyah,Rasmussen,5,Sales / Canada Manager-‚Ö§,TRUE,Paris,3/19/13,female,Sales / Canada,3112,
3827,davin.woodward@intervieworg.com,Davin A. Woodward,Davin,Woodward,2,Account Manager-‚Ö†‚Ö†,TRUE,Paris,9/28/14,,Sales / Mexico,2992,
375,anika.duke@intervieworg.com,Anika S. Duke,Anika,Duke,5,Commercial Architecture Manager-‚Ö§,TRUE,Paris,6/6/09,female,Commercial Architecture,3612,
1588,tanner.pineda@intervieworg.com,Tanner X. Pineda,Tanner,Pineda,6,Staff Architect,FALSE,Beijing,7/8/11,male,Commercial Architecture,1608,
2147,emery.rivas@intervieworg.com,Emery J. Rivas,Emery,Rivas,3,Commercial Architecture Manager-‚Ö†‚Ö†‚Ö†,TRUE,Paris,5/8/14,female,Commercial Architecture,4000,
83,samson.hunt@intervieworg.com,Samson W. Hunt,Samson,Hunt,6,Staff Account Manager,FALSE,Paris,11/27/10,male,Sales / Argentina,2010,
230,walker.gamble@intervieworg.com,Walker H. Gamble,Walker,Gamble,5,Senior Account Manager,TRUE,Paris,4/14/13,male,Sales / Belgium,3517,
1940,kai.mckay@intervieworg.com,Kai Z. Mckay,Kai,Mckay,6,Residential Architecture Manager-‚Ö§‚Ö†,TRUE,Paris,8/27/16,female,Residential Architecture,368,
793,saul.paul@intervieworg.com,Saul S. Paul,Saul,Paul,6,Sales / Canada Manager-‚Ö§‚Ö†,TRUE,Paris,1/18/08,male,Sales / Canada,179,
3681,drew.jackson@intervieworg.com,Drew Z. Jackson,Drew,Jackson,3,Account Manager-‚Ö†‚Ö†‚Ö†,FALSE,Paris,2017-08-20,,Sales / Saudi Arabia,1072,
2318,vienna.deleon@intervieworg.com,Vienna H. Deleon,Vienna,Deleon,2,Account Manager-‚Ö†‚Ö†,FALSE,Paris,6/15/16,female,Sales / Lugash,3419,
2385,finnegan.joseph@intervieworg.com,Finnegan H. Joseph,Finnegan,Joseph,5,Senior Account Manager,FALSE,Paris,9/26/08,male,Sales / Lugash,3380,
1452,freddy.king@intervieworg.com,Freddy L. King,Freddy,King,5,Senior Account Manager,FALSE,Paris,4/3/13,male,Sales / Mexico,1478,
2641,asher.bailey@intervieworg.com,Asher R. Bailey,Asher,Bailey,9,Senior Director of Industrial Architecture,TRUE,Paris,11/13/07,,Industrial Architecture,2573,
718,melissa.morgan@intervieworg.com,Melissa G. Morgan,Melissa,Morgan,5,Senior Compliance Officer,FALSE,Paris,7/26/08,female,Building Safety,1242,
1006,liliana.butler@intervieworg.com,Liliana S. Butler,Liliana,Butler,2,Residential Architecture Manager-‚Ö†‚Ö†,TRUE,Paris,8/26/16,female,Residential Architecture,3823,
2044,arturo.king@intervieworg.com,Arturo F. King,Arturo,King,5,Senior Account Manager,FALSE,Paris,11/22/15,male,Sales / Libya,1458,
3341,marco.pittman@intervieworg.com,Marco R. Pittman,Marco,Pittman,2,Commercial Architecture Manager-‚Ö†‚Ö†,TRUE,Paris,4/28/17,,Commercial Architecture,3055,
2941,adele.nichols@intervieworg.com,Adele E. Nichols,Adele,Nichols,6,Staff Account Manager,TRUE,Cairo,10/29/11,female,Sales / Elbonia,2980,
3292,jaelyn.hunt@intervieworg.com,Jaelyn W. Hunt,Jaelyn,Hunt,2,Industrial Architecture Manager-‚Ö†‚Ö†,TRUE,Paris,5/29/14,female,Industrial Architecture,142,
2408,brecken.berg@intervieworg.com,Brecken G. Berg,Brecken,Berg,6,Staff Architect,FALSE,Paris,5/23/10,male,Residential Architecture,3603,
3672,azaria.olsen@intervieworg.com,Azaria H. Olsen,Azaria,Olsen,5,Senior Compliance Officer,FALSE,Paris,12/13/16,female,Building Safety,1132,
2873,enzo.spence@intervieworg.com,Enzo Y. Spence,Enzo,Spence,5,Senior Architect,FALSE,Paris,9/10/08,male,Residential Architecture,359,
3612,brynlee.hopkins@intervieworg.com,Brynlee C. Hopkins,Brynlee,Hopkins,8,Principal Architect,TRUE,Paris,11/25/03,,Commercial Architecture,2228,
1533,ireland.mcfarland@intervieworg.com,Ireland V. Mcfarland,Ireland,Mcfarland,6,Building Safety Manager-‚Ö§‚Ö†,TRUE,Paris,8/27/07,,Building Safety,1380,
931,cristiano.fleming@intervieworg.com,Cristiano U. Fleming,Cristiano,Fleming,3,Architect-‚Ö†‚Ö†‚Ö†,TRUE,Paris,10/18/15,male,Residential Architecture,2248,
